Gene	sgRNA	eff
AGT_P1P2	AGT_-_230849666.23-P1P2_2	1
AGT_P1P2	AGT_-_230849413.23-P1P2_5	1
AGT_P1P2	AGT_-_230849807.23-P1P2_3	1
ZNF436_P1	ZNF436_+_23694783.23-P1_1	1
ZNF436_P1	ZNF436_-_23694766.23-P1_5	1
ZNF436_P1	ZNF436_+_23694761.23-P1_3	1
ZNF436_P1	ZNF436_-_23694754.23-P1_2	1
ZNF436_P1	ZNF436_-_23694811.23-P1_4	1
CDC23_P1P2	CDC23_-_137548987.23-P1P2_3	1
CDC23_P1P2	CDC23_+_137548970.23-P1P2_4	1
CDC23_P1P2	CDC23_+_137548979.23-P1P2_5	1
CDC23_P1P2	CDC23_-_137549034.23-P1P2_1	1
CDC23_P1P2	CDC23_+_137548738.23-P1P2_2	1
EIF2AK3_P1P2	EIF2AK3_-_88926935.23-P1P2_1	1
EIF2AK3_P1P2	EIF2AK3_+_88926936.23-P1P2_3	1
EIF2AK3_P1P2	EIF2AK3_-_88926871.23-P1P2_5	1
EIF2AK3_P1P2	EIF2AK3_+_88926929.23-P1P2_2	1
EIF2AK3_P1P2	EIF2AK3_+_88926918.23-P1P2_4	1
SOX2_P1P2	SOX2_-_181429716.23-P1P2_3	1
SOX2_P1P2	SOX2_-_181429934.23-P1P2_2	1
SOX2_P1P2	SOX2_+_181429802.23-P1P2_1	1
SOX2_P1P2	SOX2_+_181430003.23-P1P2_4	1
SOX2_P1P2	SOX2_-_181429912.23-P1P2_5	1
HSF1_P1P2	HSF1_+_145515304.23-P1P2_5	1
HSF1_P1P2	HSF1_-_145515300.23-P1P2_3	1
HSF1_P1P2	HSF1_-_145515297.23-P1P2_4	1
HSF1_P1P2	HSF1_+_145515488.23-P1P2_2	1
HSF1_P1P2	HSF1_+_145515509.23-P1P2_1	1
SSBP4_P1P2	SSBP4_-_18530238.23-P1P2_1	1
SSBP4_P1P2	SSBP4_-_18530232.23-P1P2_2	1
SSBP4_P1P2	SSBP4_+_18530559.23-P1P2_5	1
SSBP4_P1P2	SSBP4_+_18530294.23-P1P2_3	1
SSBP4_P1P2	SSBP4_-_18530474.23-P1P2_4	1
NLRC3_P1P2	NLRC3_+_3627370.23-P1P2_3	1
NLRC3_P1P2	NLRC3_+_3627380.23-P1P2_4	1
NLRC3_P1P2	NLRC3_+_3627392.23-P1P2_1	1
NLRC3_P1P2	NLRC3_+_3627292.23-P1P2_2	1
NLRC3_P1P2	NLRC3_-_3627304.23-P1P2_5	1
TCEB3_P1P2	TCEB3_-_24070008.23-P1P2_3	1
TCEB3_P1P2	TCEB3_-_24069972.23-P1P2_1	1
TCEB3_P1P2	TCEB3_-_24069975.23-P1P2_5	1
TCEB3_P1P2	TCEB3_-_24070023.23-P1P2_4	1
TCEB3_P1P2	TCEB3_-_24070127.23-P1P2_2	1
DNAJB6_P1P2	DNAJB6_-_157129945.23-P1P2_2	1
DNAJB6_P1P2	DNAJB6_+_157129823.23-P1P2_1	1
DNAJB6_P1P2	DNAJB6_-_157129936.23-P1P2_5	1
DNAJB6_P1P2	DNAJB6_+_157129833.23-P1P2_3	1
DNAJB6_P1P2	DNAJB6_+_157129905.23-P1P2_4	1
PURA_P2	PURA_-_139493800.23-P2_4	1
PURA_P2	PURA_+_139494085.23-P2_5	1
PURA_P2	PURA_-_139493769.23-P2_3	1
PURA_P2	PURA_-_139493772.23-P2_2	1
PURA_P2	PURA_-_139493785.23-P2_1	1
BAZ2B_P1P2	BAZ2B_-_160472605.23-P1P2_2	1
BAZ2B_P1P2	BAZ2B_-_160472135.23-P1P2_5	1
BAZ2B_P1P2	BAZ2B_-_160472590.23-P1P2_1	1
BAZ2B_P1P2	BAZ2B_-_160471794.23-P1P2_4	1
BAZ2B_P1P2	BAZ2B_-_160472301.23-P1P2_3	1
BRPF1_P1P2	BRPF1_+_9773477.23-P1P2_3	1
BRPF1_P1P2	BRPF1_+_9773522.23-P1P2_5	1
BRPF1_P1P2	BRPF1_+_9773468.23-P1P2_4	1
BRPF1_P1P2	BRPF1_+_9773474.23-P1P2_2	1
BRPF1_P1P2	BRPF1_+_9773489.23-P1P2_1	1
TBL1X_P1P2	TBL1X_+_9433130.23-P1P2_3	1
TBL1X_P1P2	TBL1X_+_9433112.23-P1P2_2	1
TBL1X_P1P2	TBL1X_+_9433140.23-P1P2_1	1
TBL1X_P1P2	TBL1X_+_9433300.23-P1P2_5	1
TBL1X_P1P2	TBL1X_-_9433122.23-P1P2_4	1
ZNF488_P2	ZNF488_-_48359394.23-P2_2	1
ZNF488_P2	ZNF488_-_48359456.23-P2_5	1
ZNF488_P2	ZNF488_+_48359362.23-P2_3	1
ZNF488_P2	ZNF488_-_48359391.23-P2_1	1
ZNF488_P2	ZNF488_-_48359432.23-P2_4	1
ZNF684_P1P2	ZNF684_+_40997382.23-P1P2_3	1
ZNF684_P1P2	ZNF684_+_40997354.23-P1P2_2	1
ZNF684_P1P2	ZNF684_-_40997325.23-P1P2_4	1
ZNF684_P1P2	ZNF684_-_40997372.23-P1P2_5	1
ZNF684_P1P2	ZNF684_-_40997369.23-P1P2_1	1
DDX50_P1P2	DDX50_+_70661061.23-P1P2_1	1
DDX50_P1P2	DDX50_-_70661052.23-P1P2_5	1
DDX50_P1P2	DDX50_+_70661089.23-P1P2_2	1
DDX50_P1P2	DDX50_+_70661248.23-P1P2_3	1
DDX50_P1P2	DDX50_-_70661095.23-P1P2_4	1
RPL7A_P1P2	RPL7A_+_136215092.23-P1P2_3	1
RPL7A_P1P2	RPL7A_-_136215268.23-P1P2_2	1
RPL7A_P1P2	RPL7A_-_136215101.23-P1P2_5	1
RPL7A_P1P2	RPL7A_+_136215118.23-P1P2_4	1
RPL7A_P1P2	RPL7A_-_136215123.23-P1P2_1	1
CITED2_P1P2	CITED2_-_139695763.23-P1P2_3	1
CITED2_P1P2	CITED2_+_139695726.23-P1P2_1	1
CITED2_P1P2	CITED2_+_139695756.23-P1P2_5	1
CITED2_P1P2	CITED2_+_139695737.23-P1P2_2	1
CITED2_P1P2	CITED2_+_139694905.23-P1P2_4	1
ZNF254_ENST00000357002.4	ZNF254_-_24269969.23-ENST00000357002.4_5	1
ZNF254_ENST00000357002.4	ZNF254_-_24269986.23-ENST00000357002.4_3	1
ZNF254_ENST00000357002.4	ZNF254_-_24269983.23-ENST00000357002.4_4	1
ZNF254_ENST00000357002.4	ZNF254_+_24270008.23-ENST00000357002.4_2	1
ZNF254_ENST00000357002.4	ZNF254_+_24270015.23-ENST00000357002.4_1	1
QSER1_P1P2	QSER1_-_32914696.23-P1P2_5	1
QSER1_P1P2	QSER1_+_32914622.23-P1P2_1	1
QSER1_P1P2	QSER1_-_32914630.23-P1P2_4	1
QSER1_P1P2	QSER1_-_32914855.23-P1P2_3	1
QSER1_P1P2	QSER1_+_32914663.23-P1P2_2	1
ZNF473_P1P2	ZNF473_-_50529299.23-P1P2_1	1
ZNF473_P1P2	ZNF473_-_50529296.23-P1P2_3	1
ZNF473_P1P2	ZNF473_+_50529255.23-P1P2_5	1
ZNF473_P1P2	ZNF473_+_50529233.23-P1P2_4	1
ZNF473_P1P2	ZNF473_-_50529310.23-P1P2_2	1
UBA52_P2	UBA52_+_18684266.23-P2_1	1
UBA52_P2	UBA52_-_18684613.23-P2_4	1
UBA52_P2	UBA52_-_18684292.23-P2_2	1
UBA52_P2	UBA52_+_18684462.23-P2_3	1
UBA52_P2	UBA52_+_18684561.23-P2_5	1
MBD3L2_ENST00000381393.3	MBD3L2_+_7049403.23-ENST00000381393.3_4	1
MBD3L2_ENST00000381393.3	MBD3L2_+_7049416.23-ENST00000381393.3_5	1
MBD3L2_ENST00000381393.3	MBD3L2_+_7049347.23-ENST00000381393.3_3	1
MBD3L2_ENST00000381393.3	MBD3L2_-_7049359.23-ENST00000381393.3_2	1
MBD3L2_ENST00000381393.3	MBD3L2_-_7049388.23-ENST00000381393.3_1	1
ZNF709_P1P2	ZNF709_+_12662177.23-P1P2_5	1
ZNF709_P1P2	ZNF709_-_12662229.23-P1P2_2	1
ZNF709_P1P2	ZNF709_-_12662262.23-P1P2_4	1
ZNF709_P1P2	ZNF709_-_12662240.23-P1P2_3	1
ZNF709_P1P2	ZNF709_-_12662278.23-P1P2_1	1
ZNF564_P1P2	ZNF564_+_12662177.23-P1P2_5	1
ZNF564_P1P2	ZNF564_-_12662229.23-P1P2_4	1
ZNF564_P1P2	ZNF564_-_12662262.23-P1P2_2	1
ZNF564_P1P2	ZNF564_-_12662240.23-P1P2_3	1
ZNF564_P1P2	ZNF564_-_12662278.23-P1P2_1	1
NUMA1_ENST00000393695.3	NUMA1_+_71791707.23-ENST00000393695.3_2	1
NUMA1_ENST00000393695.3	NUMA1_-_71791670.23-ENST00000393695.3_4	1
NUMA1_ENST00000393695.3	NUMA1_+_71791548.23-ENST00000393695.3_1	1
NUMA1_ENST00000393695.3	NUMA1_-_71791737.23-ENST00000393695.3_3	1
NUMA1_ENST00000393695.3	NUMA1_+_71791495.23-ENST00000393695.3_5	1
DDRGK1_P1P2	DDRGK1_-_3185280.23-P1P2_4	1
DDRGK1_P1P2	DDRGK1_+_3185266.23-P1P2_3	1
DDRGK1_P1P2	DDRGK1_-_3185263.23-P1P2_1	1
DDRGK1_P1P2	DDRGK1_+_3185303.23-P1P2_5	1
DDRGK1_P1P2	DDRGK1_+_3185269.23-P1P2_2	1
PRDX3_P1P2	PRDX3_+_120938223.23-P1P2_4	1
PRDX3_P1P2	PRDX3_-_120938123.23-P1P2_5	1
PRDX3_P1P2	PRDX3_+_120938265.23-P1P2_2	1
PRDX3_P1P2	PRDX3_+_120938153.23-P1P2_1	1
PRDX3_P1P2	PRDX3_+_120938258.23-P1P2_3	1
CBX1_P1P2	CBX1_+_46178268.23-P1P2_4	1
CBX1_P1P2	CBX1_+_46178535.23-P1P2_5	1
CBX1_P1P2	CBX1_+_46178553.23-P1P2_1	1
CBX1_P1P2	CBX1_-_46178513.23-P1P2_2	1
CBX1_P1P2	CBX1_-_46178702.23-P1P2_3	1
DDX39B_P1P2	DDX39B_-_31509751.23-P1P2_1	1
DDX39B_P1P2	DDX39B_+_31509781.23-P1P2_4	1
DDX39B_P1P2	DDX39B_-_31509735.23-P1P2_2	1
DDX39B_P1P2	DDX39B_-_31509769.23-P1P2_5	1
DDX39B_P1P2	DDX39B_-_31509748.23-P1P2_3	1
ZSCAN20_P1P2	ZSCAN20_+_33938248.23-P1P2_3	1
ZSCAN20_P1P2	ZSCAN20_+_33938261.23-P1P2_5	1
ZSCAN20_P1P2	ZSCAN20_-_33938292.23-P1P2_1	1
ZSCAN20_P1P2	ZSCAN20_-_33938302.23-P1P2_2	1
ZSCAN20_P1P2	ZSCAN20_-_33938288.23-P1P2_4	1
ANP32A_P1P2	ANP32A_-_69112836.23-P1P2_1	1
ANP32A_P1P2	ANP32A_-_69113252.23-P1P2_2	1
ANP32A_P1P2	ANP32A_-_69112842.23-P1P2_5	1
ANP32A_P1P2	ANP32A_+_69113244.23-P1P2_3	1
ANP32A_P1P2	ANP32A_-_69113182.23-P1P2_4	1
GDF2_P1P2	GDF2_-_48416437.23-P1P2_3	1
GDF2_P1P2	GDF2_+_48416857.23-P1P2_5	1
GDF2_P1P2	GDF2_-_48416480.23-P1P2_1	1
GDF2_P1P2	GDF2_+_48416894.23-P1P2_4	1
GDF2_P1P2	GDF2_+_48416443.23-P1P2_2	1
PRAME_P1P2	PRAME_-_22901608.23-P1P2_3	1
PRAME_P1P2	PRAME_-_22901602.23-P1P2_5	1
PRAME_P1P2	PRAME_-_22898357.23-P1P2_1	1
PRAME_P1P2	PRAME_+_22901673.23-P1P2_4	1
PRAME_P1P2	PRAME_-_22901613.23-P1P2_2	1
BACH1_P1P2	BACH1_-_30671379.23-P1P2_2	1
BACH1_P1P2	BACH1_-_30671274.23-P1P2_4	1
BACH1_P1P2	BACH1_-_30671373.23-P1P2_1	1
BACH1_P1P2	BACH1_-_30671281.23-P1P2_3	1
BACH1_P1P2	BACH1_+_30671691.23-P1P2_5	1
TBX19_ENST00000367821.3	TBX19_-_168250159.23-ENST00000367821.3_3	1
TBX19_ENST00000367821.3	TBX19_-_168250146.23-ENST00000367821.3_4	1
TBX19_ENST00000367821.3	TBX19_+_168250200.23-ENST00000367821.3_1	1
TBX19_ENST00000367821.3	TBX19_-_168250193.23-ENST00000367821.3_2	1
TBX19_ENST00000367821.3	TBX19_+_168250216.23-ENST00000367821.3_5	1
CRY2_P1P2	CRY2_-_45869056.23-P1P2_2	1
CRY2_P1P2	CRY2_+_45869105.23-P1P2_3	1
CRY2_P1P2	CRY2_+_45869090.23-P1P2_5	1
CRY2_P1P2	CRY2_-_45869044.23-P1P2_1	1
CRY2_P1P2	CRY2_+_45869211.23-P1P2_4	1
TXK_P1	TXK_-_48136235.23-P1_4	1
TXK_P1	TXK_-_48136176.23-P1_2	1
TXK_P1	TXK_+_48135793.23-P1_5	1
TXK_P1	TXK_-_48136204.23-P1_3	1
TXK_P1	TXK_+_48136192.23-P1_1	1
PA2G4_P1P2	PA2G4_-_56498627.23-P1P2_5	1
PA2G4_P1P2	PA2G4_-_56498808.23-P1P2_3	1
PA2G4_P1P2	PA2G4_-_56498312.23-P1P2_1	1
PA2G4_P1P2	PA2G4_+_56498305.23-P1P2_2	1
PA2G4_P1P2	PA2G4_+_56498931.23-P1P2_4	1
ZNF35_P1P2	ZNF35_-_44690344.23-P1P2_4	1
ZNF35_P1P2	ZNF35_+_44690435.23-P1P2_5	1
ZNF35_P1P2	ZNF35_+_44690227.23-P1P2_3	1
ZNF35_P1P2	ZNF35_-_44690266.23-P1P2_1	1
ZNF35_P1P2	ZNF35_-_44690216.23-P1P2_2	1
EAF2_P1P2	EAF2_+_121554318.23-P1P2_5	1
EAF2_P1P2	EAF2_-_121554104.23-P1P2_1	1
EAF2_P1P2	EAF2_-_121554268.23-P1P2_3	1
EAF2_P1P2	EAF2_-_121554122.23-P1P2_4	1
EAF2_P1P2	EAF2_-_121554098.23-P1P2_2	1
FOXJ2_P1P2	FOXJ2_+_8185337.23-P1P2_3	1
FOXJ2_P1P2	FOXJ2_+_8185347.23-P1P2_1	1
FOXJ2_P1P2	FOXJ2_+_8185376.23-P1P2_5	1
FOXJ2_P1P2	FOXJ2_+_8185385.23-P1P2_4	1
FOXJ2_P1P2	FOXJ2_+_8185362.23-P1P2_2	1
ZNF790_P2	ZNF790_-_37341104.23-P2_3	1
ZNF790_P2	ZNF790_+_37341153.23-P2_2	1
ZNF790_P2	ZNF790_-_37341167.23-P2_1	1
ZNF790_P2	ZNF790_+_37341162.23-P2_5	1
ZNF790_P2	ZNF790_+_37340974.23-P2_4	1
LAS1L_P1P2	LAS1L_-_64754612.23-P1P2_1	1
LAS1L_P1P2	LAS1L_+_64754576.23-P1P2_3	1
LAS1L_P1P2	LAS1L_+_64754657.23-P1P2_2	1
LAS1L_P1P2	LAS1L_+_64754550.23-P1P2_4	1
LAS1L_P1P2	LAS1L_+_64754585.23-P1P2_5	1
NFE2L2_P2	NFE2L2_-_178128051.23-P2_1	1
NFE2L2_P2	NFE2L2_-_178127685.23-P2_5	1
NFE2L2_P2	NFE2L2_+_178128130.23-P2_2	1
NFE2L2_P2	NFE2L2_+_178128197.23-P2_3	1
NFE2L2_P2	NFE2L2_-_178128007.23-P2_4	1
MEOX2_P1P2	MEOX2_-_15726227.23-P1P2_2	1
MEOX2_P1P2	MEOX2_-_15726263.23-P1P2_1	1
MEOX2_P1P2	MEOX2_-_15725913.23-P1P2_5	1
MEOX2_P1P2	MEOX2_-_15726289.23-P1P2_4	1
MEOX2_P1P2	MEOX2_-_15726065.23-P1P2_3	1
RFX7_P1P2	RFX7_-_56535704.23-P1P2_3	1
RFX7_P1P2	RFX7_-_56535567.23-P1P2_5	1
RFX7_P1P2	RFX7_-_56535747.23-P1P2_4	1
RFX7_P1P2	RFX7_+_56535914.23-P1P2_2	1
RFX7_P1P2	RFX7_+_56535932.23-P1P2_1	1
MYOCD_P1P2	MYOCD_-_12569245.23-P1P2_4	1
MYOCD_P1P2	MYOCD_+_12569240.23-P1P2_2	1
MYOCD_P1P2	MYOCD_+_12569359.23-P1P2_1	1
MYOCD_P1P2	MYOCD_-_12569276.23-P1P2_3	1
MYOCD_P1P2	MYOCD_-_12569282.23-P1P2_5	1
SETMAR_P1P2	SETMAR_+_4345121.23-P1P2_3	1
SETMAR_P1P2	SETMAR_-_4345096.23-P1P2_2	1
SETMAR_P1P2	SETMAR_+_4345252.23-P1P2_1	1
SETMAR_P1P2	SETMAR_-_4345083.23-P1P2_5	1
SETMAR_P1P2	SETMAR_+_4345273.23-P1P2_4	1
HDAC7_P1P2	HDAC7_-_48213653.23-P1P2_3	1
HDAC7_P1P2	HDAC7_-_48213745.23-P1P2_5	1
HDAC7_P1P2	HDAC7_-_48213675.23-P1P2_1	1
HDAC7_P1P2	HDAC7_+_48213638.23-P1P2_4	1
HDAC7_P1P2	HDAC7_-_48213687.23-P1P2_2	1
INO80D_P1P2	INO80D_+_206950573.23-P1P2_5	1
INO80D_P1P2	INO80D_+_206950651.23-P1P2_4	1
INO80D_P1P2	INO80D_-_206950934.23-P1P2_1	1
INO80D_P1P2	INO80D_-_206950711.23-P1P2_2	1
INO80D_P1P2	INO80D_-_206950906.23-P1P2_3	1
NKX6-2_P1P2	NKX6-2_+_134599246.23-P1P2_5	1
NKX6-2_P1P2	NKX6-2_-_134599440.23-P1P2_1	1
NKX6-2_P1P2	NKX6-2_-_134599454.23-P1P2_3	1
NKX6-2_P1P2	NKX6-2_-_134599362.23-P1P2_4	1
NKX6-2_P1P2	NKX6-2_+_134599385.23-P1P2_2	1
NBN_P1P2	NBN_-_90996806.23-P1P2_1	1
NBN_P1P2	NBN_-_90996837.23-P1P2_2	1
NBN_P1P2	NBN_+_90996383.23-P1P2_5	1
NBN_P1P2	NBN_+_90996824.23-P1P2_4	1
NBN_P1P2	NBN_-_90996860.23-P1P2_3	1
BRPF3_P1P2	BRPF3_+_36165205.23-P1P2_3	1
BRPF3_P1P2	BRPF3_-_36164729.23-P1P2_5	1
BRPF3_P1P2	BRPF3_+_36165108.23-P1P2_1	1
BRPF3_P1P2	BRPF3_+_36164499.23-P1P2_2	1
BRPF3_P1P2	BRPF3_+_36165067.23-P1P2_4	1
PAXIP1_P1P2	PAXIP1_-_154794623.23-P1P2_5	1
PAXIP1_P1P2	PAXIP1_+_154794608.23-P1P2_4	1
PAXIP1_P1P2	PAXIP1_+_154794593.23-P1P2_2	1
PAXIP1_P1P2	PAXIP1_+_154794632.23-P1P2_1	1
PAXIP1_P1P2	PAXIP1_-_154794646.23-P1P2_3	1
NFIL3_P1P2	NFIL3_+_94186087.23-P1P2_3	1
NFIL3_P1P2	NFIL3_-_94186119.23-P1P2_1	1
NFIL3_P1P2	NFIL3_+_94185920.23-P1P2_4	1
NFIL3_P1P2	NFIL3_+_94186072.23-P1P2_2	1
NFIL3_P1P2	NFIL3_+_94185871.23-P1P2_5	1
SOX6_ENST00000352083.6,ENST00000396356.3	SOX6_-_16497469.23-ENST00000352083.6,ENST00000396356.3_5	1
SOX6_ENST00000352083.6,ENST00000396356.3	SOX6_+_16497684.23-ENST00000352083.6,ENST00000396356.3_4	1
SOX6_ENST00000352083.6,ENST00000396356.3	SOX6_+_16497571.23-ENST00000352083.6,ENST00000396356.3_1	1
SOX6_ENST00000352083.6,ENST00000396356.3	SOX6_+_16497892.23-ENST00000352083.6,ENST00000396356.3_3	1
SOX6_ENST00000352083.6,ENST00000396356.3	SOX6_+_16497850.23-ENST00000352083.6,ENST00000396356.3_2	1
INHBA_P1P2	INHBA_+_41742624.23-P1P2_3	1
INHBA_P1P2	INHBA_+_41742612.23-P1P2_1	1
INHBA_P1P2	INHBA_+_41742628.23-P1P2_5	1
INHBA_P1P2	INHBA_-_41742631.23-P1P2_4	1
INHBA_P1P2	INHBA_+_41742621.23-P1P2_2	1
PSMA5_P1P2	PSMA5_-_109968969.23-P1P2_4	1
PSMA5_P1P2	PSMA5_-_109969028.23-P1P2_3	1
PSMA5_P1P2	PSMA5_+_109969040.23-P1P2_5	1
PSMA5_P1P2	PSMA5_-_109968940.23-P1P2_2	1
PSMA5_P1P2	PSMA5_+_109968996.23-P1P2_1	1
SIN3B_P1P2	SIN3B_-_16940250.23-P1P2_3	1
SIN3B_P1P2	SIN3B_-_16940402.23-P1P2_2	1
SIN3B_P1P2	SIN3B_-_16940247.23-P1P2_5	1
SIN3B_P1P2	SIN3B_+_16940219.23-P1P2_1	1
SIN3B_P1P2	SIN3B_-_16940234.23-P1P2_4	1
EGR1_P2	EGR1_+_137804557.23-P2_4	1
EGR1_P2	EGR1_+_137804541.23-P2_1	1
EGR1_P2	EGR1_-_137804568.23-P2_3	1
EGR1_P2	EGR1_-_137804619.23-P2_2	1
EGR1_P2	EGR1_+_137804608.23-P2_5	1
CSTF3_P1P2	CSTF3_-_33182791.23-P1P2_3	1
CSTF3_P1P2	CSTF3_+_33183038.23-P1P2_4	1
CSTF3_P1P2	CSTF3_-_33182788.23-P1P2_2	1
CSTF3_P1P2	CSTF3_-_33182802.23-P1P2_5	1
CSTF3_P1P2	CSTF3_+_33182981.23-P1P2_1	1
ZMIZ1_P1P2	ZMIZ1_-_80828787.23-P1P2_4	1
ZMIZ1_P1P2	ZMIZ1_-_80828978.23-P1P2_2	1
ZMIZ1_P1P2	ZMIZ1_+_80828966.23-P1P2_1	1
ZMIZ1_P1P2	ZMIZ1_-_80829002.23-P1P2_3	1
ZMIZ1_P1P2	ZMIZ1_-_80828784.23-P1P2_5	1
NR5A2_P1	NR5A2_+_199996957.23-P1_2	1
NR5A2_P1	NR5A2_-_199997039.23-P1_3	1
NR5A2_P1	NR5A2_+_199997032.23-P1_4	1
NR5A2_P1	NR5A2_+_199996946.23-P1_5	1
NR5A2_P1	NR5A2_-_199996768.23-P1_1	1
ZNF658_ENST00000377626.3,ENST00000602553.1	ZNF658_-_40791609.23-ENST00000377626.3,ENST00000602553.1_4	1
ZNF658_ENST00000377626.3,ENST00000602553.1	ZNF658_-_40791614.23-ENST00000377626.3,ENST00000602553.1_3	1
ZNF658_ENST00000377626.3,ENST00000602553.1	ZNF658_+_40791787.23-ENST00000377626.3,ENST00000602553.1_1	1
ZNF658_ENST00000377626.3,ENST00000602553.1	ZNF658_+_40791781.23-ENST00000377626.3,ENST00000602553.1_2	1
ZNF658_ENST00000377626.3,ENST00000602553.1	ZNF658_+_40792017.23-ENST00000377626.3,ENST00000602553.1_5	1
RRP8_P1P2	RRP8_-_6624854.23-P1P2_4	1
RRP8_P1P2	RRP8_-_6624830.23-P1P2_2	1
RRP8_P1P2	RRP8_-_6624866.23-P1P2_1	1
RRP8_P1P2	RRP8_-_6624745.23-P1P2_5	1
RRP8_P1P2	RRP8_+_6624788.23-P1P2_3	1
UBB_P1P2	UBB_+_16284446.23-P1P2_4	1
UBB_P1P2	UBB_-_16284415.23-P1P2_3	1
UBB_P1P2	UBB_-_16284466.23-P1P2_2	1
UBB_P1P2	UBB_-_16284412.23-P1P2_1	1
UBB_P1P2	UBB_-_16284473.23-P1P2_5	1
SETD3_P1P2	SETD3_-_99947149.23-P1P2_1	1
SETD3_P1P2	SETD3_-_99947104.23-P1P2_5	1
SETD3_P1P2	SETD3_-_99947010.23-P1P2_3	1
SETD3_P1P2	SETD3_+_99946892.23-P1P2_4	1
SETD3_P1P2	SETD3_-_99947146.23-P1P2_2	1
PTCH1_P1P2	PTCH1_+_98268694.23-P1P2_1	1
PTCH1_P1P2	PTCH1_-_98268900.23-P1P2_2	1
PTCH1_P1P2	PTCH1_-_98268885.23-P1P2_3	1
PTCH1_P1P2	PTCH1_+_98268867.23-P1P2_4	1
PTCH1_P1P2	PTCH1_+_98268848.23-P1P2_5	1
ZZZ3_P1P2	ZZZ3_-_78148249.23-P1P2_1	1
ZZZ3_P1P2	ZZZ3_-_78148236.23-P1P2_2	1
ZZZ3_P1P2	ZZZ3_-_78149033.23-P1P2_5	1
ZZZ3_P1P2	ZZZ3_+_78149066.23-P1P2_4	1
ZZZ3_P1P2	ZZZ3_-_78149063.23-P1P2_3	1
POLR3GL_P1P2	POLR3GL_+_145470407.23-P1P2_1	1
POLR3GL_P1P2	POLR3GL_+_145470357.23-P1P2_2	1
POLR3GL_P1P2	POLR3GL_+_145470305.23-P1P2_4	1
POLR3GL_P1P2	POLR3GL_-_145470393.23-P1P2_3	1
POLR3GL_P1P2	POLR3GL_-_145470210.23-P1P2_5	1
ZSCAN5D_ENST00000600684.1	ZSCAN5D_-_56751786.23-ENST00000600684.1_4	1
ZSCAN5D_ENST00000600684.1	ZSCAN5D_-_56751888.23-ENST00000600684.1_5	1
ZSCAN5D_ENST00000600684.1	ZSCAN5D_-_56751831.23-ENST00000600684.1_2	1
ZSCAN5D_ENST00000600684.1	ZSCAN5D_+_56751801.23-ENST00000600684.1_1	1
ZSCAN5D_ENST00000600684.1	ZSCAN5D_-_56751958.23-ENST00000600684.1_3	1
PYGO2_P1P2	PYGO2_-_154934182.23-P1P2_4	1
PYGO2_P1P2	PYGO2_-_154934240.23-P1P2_1	1
PYGO2_P1P2	PYGO2_-_154934135.23-P1P2_2	1
PYGO2_P1P2	PYGO2_+_154934193.23-P1P2_3	1
PYGO2_P1P2	PYGO2_+_154933889.23-P1P2_5	1
SF3A2_P2	SF3A2_+_2243552.23-P2_2	1
SF3A2_P2	SF3A2_+_2243472.23-P2_3	1
SF3A2_P2	SF3A2_+_2243491.23-P2_1	1
SF3A2_P2	SF3A2_-_2243498.23-P2_5	1
SF3A2_P2	SF3A2_-_2243509.23-P2_4	1
ANP32E_P1P2	ANP32E_-_150208280.23-P1P2_5	1
ANP32E_P1P2	ANP32E_-_150208476.23-P1P2_2	1
ANP32E_P1P2	ANP32E_+_150208342.23-P1P2_3	1
ANP32E_P1P2	ANP32E_+_150208085.23-P1P2_4	1
ANP32E_P1P2	ANP32E_+_150208436.23-P1P2_1	1
SPIB_P1P2	SPIB_-_50922234.23-P1P2_3	1
SPIB_P1P2	SPIB_+_50922253.23-P1P2_2	1
SPIB_P1P2	SPIB_-_50922252.23-P1P2_1	1
SPIB_P1P2	SPIB_-_50922231.23-P1P2_4	1
SPIB_P1P2	SPIB_-_50922211.23-P1P2_5	1
CDCA8_P1P2	CDCA8_+_38158257.23-P1P2_5	1
CDCA8_P1P2	CDCA8_+_38158230.23-P1P2_2	1
CDCA8_P1P2	CDCA8_+_38158347.23-P1P2_1	1
CDCA8_P1P2	CDCA8_+_38158244.23-P1P2_4	1
CDCA8_P1P2	CDCA8_-_38158209.23-P1P2_3	1
HELZ2_P2	HELZ2_+_62195408.23-P2_5	1
HELZ2_P2	HELZ2_+_62195376.23-P2_4	1
HELZ2_P2	HELZ2_+_62195389.23-P2_2	1
HELZ2_P2	HELZ2_-_62195403.23-P2_3	1
HELZ2_P2	HELZ2_-_62195084.23-P2_1	1
TCF25_P1P2	TCF25_+_89940042.23-P1P2_3	1
TCF25_P1P2	TCF25_+_89940050.23-P1P2_5	1
TCF25_P1P2	TCF25_+_89940072.23-P1P2_1	1
TCF25_P1P2	TCF25_-_89940098.23-P1P2_2	1
TCF25_P1P2	TCF25_-_89940062.23-P1P2_4	1
SBF2_P1P2	SBF2_+_10315554.23-P1P2_2	1
SBF2_P1P2	SBF2_-_10315757.23-P1P2_5	1
SBF2_P1P2	SBF2_-_10315514.23-P1P2_4	1
SBF2_P1P2	SBF2_+_10315672.23-P1P2_3	1
SBF2_P1P2	SBF2_+_10315739.23-P1P2_1	1
TBC1D4_P1P2	TBC1D4_-_76056245.23-P1P2_2	1
TBC1D4_P1P2	TBC1D4_-_76056296.23-P1P2_1	1
